z,Ex,Ez,By,ne,vx,vz,Pe
0,4.891024387e+11,69504.03701,9487.596468,6.578570373e-14,0,-1255365607,1.054003174e-30
2e-09,5.075881704e+11,69504.03701,17321.54364,6.578570373e-14,236060812.8,-1255365607,1.054003174e-30
4e-09,4.866405005e+11,928778.7189,17222.23204,6.542766008e-14,242154297.9,-1254955568,1.048266682e-30
6e-09,5.065743691e+11,-2736339.931,17168.8593,6.508322633e-14,248207712.1,-1254520871,1.042748245e-30
8e-09,4.505072513e+11,95649.3678,17171.24831,6.474245315e-14,254248966,-1254058971,1.037288457e-30
1e-08,4.605695461e+11,73462.60692,17205.58651,6.440566362e-14,260278807.2,-1253565013,1.031892493e-30
1.2e-08,4.613092048e+11,124799.2619,17249.48416,6.407322451e-14,266330057.5,-1253036152,1.026566232e-30
1.4e-08,4.584168976e+11,133326.7425,17208.27753,6.374530092e-14,272394526.4,-1252472860,1.021312317e-30
1.6e-08,4.835708263e+11,146283.8596,17169.06096,6.342181764e-14,278445154,-1251881135,1.016129543e-30
1.8e-08,4.624500469e+11,160233.3076,17124.95774,6.310268676e-14,284486397.1,-1251262086,1.011016503e-30
2e-08,4.406625531e+11,172147.8022,17123.29436,6.278798001e-14,290505632.6,-1250615779,1.005974345e-30
2.2e-08,4.458855505e+11,184387.0163,17179.1371,6.247798946e-14,296524235,-1249937551,1.001007748e-30
2.4e-08,4.071778128e+11,195722.1029,17188.82546,6.217309781e-14,302565051.9,-1249223124,9.961228458e-31
2.6e-08,4.392742232e+11,207914.66,17148.79987,6.187348154e-14,308603379.5,-1248475353,9.913224638e-31
2.8e-08,4.44251486e+11,218921.7077,17087.58824,6.157905089e-14,314637952.3,-1247699609,9.866051649e-31
3e-08,4.00246784e+11,231247.7558,17041.40721,6.128961533e-14,320648272.4,-1246899665,9.819678959e-31
3.2e-08,4.349410623e+11,241894.718,17065.9085,6.100528312e-14,326635372.1,-1246072118,9.774123916e-31
3.4e-08,3.700704681e+11,254593.2778,17099.07455,6.072642458e-14,332641471,-1245211506,9.729445854e-31
3.6e-08,4.08884226e+11,264914.8641,17115.70582,6.045334692e-14,338644823.9,-1244315773,9.685693989e-31
3.8e-08,3.987094816e+11,277878.1269,17064.62221,6.018619255e-14,344668578.8,-1243386456,9.642891139e-31
4e-08,3.89546661e+11,288765.6383,16964.90969,5.992475078e-14,350668033.4,-1242432103,9.60100355e-31
4.2e-08,4.135278341e+11,301714.3906,16923.2082,5.966876619e-14,356633946.9,-1241456560,9.559990296e-31
4.4e-08,3.464769397e+11,312749.7332,16899.98211,5.941829193e-14,362589386,-1240455943,9.519859896e-31
4.6e-08,3.880108605e+11,326076.864,16918.44302,5.91736109e-14,368523624,-1239426045,9.480657673e-31
4.8e-08,3.569301081e+11,337538.309,16890.0283,5.893502722e-14,374478979.7,-1238363133,9.442432354e-31
5e-08,3.778785045e+11,351178.6082,16831.34299,5.870249447e-14,380414198.5,-1237273267,9.405176499e-31
5.2e-08,3.995756098e+11,363262.0555,16755.52718,5.847579814e-14,386337261.1,-1236159475,9.368855743e-31
5.4e-08,3.462907718e+11,376991.1037,16681.8028,5.825471513e-14,392233432.2,-1235026259,9.33343434e-31
5.6e-08,3.756199298e+11,389808.0658,16704.55449,5.803920802e-14,398094457,-1233870868,9.298906295e-31
5.8e-08,3.577210207e+11,403238.587,16728.13906,5.782964236e-14,403973192.9,-1232682920,9.265330174e-31
6e-08,3.658684221e+11,416796.7246,16731.76371,5.762621285e-14,409853752.2,-1231463105,9.232737173e-31
6.2e-08,4.090573886e+11,429560.0941,16703.50113,5.742883647e-14,415739251.9,-1230212820,9.201113991e-31
6.4e-08,3.467452245e+11,443789.8359,16655.11343,5.723721684e-14,421620350.8,-1228938674,9.170413141e-31
6.6e-08,3.644378682e+11,455655.5442,16601.93956,5.705112321e-14,427470405.2,-1227640310,9.140597655e-31
6.8e-08,3.265492847e+11,470385.6689,16577.5264,5.687057937e-14,433312205.5,-1226317364,9.111671343e-31
7e-08,2.938258438e+11,481309.3005,16544.78745,5.669555892e-14,439138580.1,-1224967536,9.083629975e-31
7.2e-08,3.658794591e+11,496286.2476,16540.27401,5.652607403e-14,444952620.1,-1223589461,9.056475503e-31
7.4e-08,3.279166282e+11,506363.2039,16571.91814,5.636192631e-14,450781303.8,-1222185059,9.030176138e-31
7.6e-08,3.803701901e+11,521346.5302,16560.23288,5.620291362e-14,456604645,-1220749438,9.004699497e-31
7.8e-08,3.29841029e+11,530763.7708,16547.85835,5.604892315e-14,462437030.2,-1219286925,8.980027503e-31
8e-08,3.154596318e+11,545537.0933,16495.84531,5.589973836e-14,468251154.3,-1217797124,8.956125465e-31
8.2e-08,3.419012342e+11,554562.2167,16433.44546,5.57552357e-14,474051312.3,-1216281974,8.932973586e-31
8.4e-08,3.005835738e+11,569100.115,16362.62347,5.561503532e-14,479836598.6,-1214747309,8.910511009e-31
8.6e-08,3.665915184e+11,577961.0191,16338.43144,5.547871235e-14,485586961.6,-1213193473,8.888669662e-31
8.8e-08,3.17895649e+11,592290.9151,16355.63331,5.534610389e-14,491344597.3,-1211616481,8.867423443e-31
9e-08,3.307603141e+11,601148.6478,16331.10292,5.521720042e-14,497091039,-1210009736,8.84677083e-31
9.2e-08,3.254661402e+11,615253.1851,16268.73473,5.509197392e-14,502837554.1,-1208375820,8.826707334e-31
9.4e-08,2.840572701e+11,624144.8036,16146.72399,5.496997394e-14,508560265.5,-1206722891,8.807160782e-31
9.6e-08,3.139042886e+11,638004.3649,16065.32031,5.485061602e-14,514235373.4,-1205057395,8.788037535e-31
9.8e-08,2.940571057e+11,647056.2978,16073.38934,5.473356631e-14,519892446.3,-1203376294,8.769284103e-31
1e-07,3.049278348e+11,660525.1637,16076.07094,5.461883889e-14,525544415.3,-1201667367,8.750902744e-31
1.02e-07,3.206890895e+11,669934.0536,16118.64215,5.450652164e-14,531200748.7,-1199929494,8.732907537e-31
1.04e-07,3.223946324e+11,683060.3217,16120.48349,5.439649593e-14,536873661.7,-1198158488,8.715279475e-31
1.06e-07,3.414086949e+11,692867.5274,16011.06954,5.42884578e-14,542543788.5,-1196359649,8.697969858e-31
1.08e-07,3.159994347e+11,705741.9166,15970.30434,5.41816223e-14,548180266.8,-1194551191,8.680852923e-31
1.1e-07,2.846924831e+11,716075.5598,15874.67752,5.407555457e-14,553796267.3,-1192721790,8.663859001e-31
1.12e-07,2.686784269e+11,728495.7963,15824.08743,5.397025249e-14,559375903.8,-1190876507,8.646987746e-31
1.14e-07,2.476680916e+11,739592.2573,15809.41378,5.386559236e-14,564942430.8,-1189009177,8.630219346e-31
1.16e-07,2.71844208e+11,751669.1292,15737.18253,5.376159001e-14,570499581.6,-1187114200,8.613556333e-31
1.18e-07,2.497870382e+11,763819.8923,15742.87696,5.365782681e-14,576040652.4,-1185203666,8.596931634e-31
1.2e-07,2.38729025e+11,775712.4357,15698.88476,5.355401206e-14,581575854.7,-1183265084,8.580298677e-31
1.22e-07,2.237188567e+11,789450.1466,15701.60847,5.345016007e-14,587096643.8,-1181303648,8.563659754e-31
1.24e-07,1.973844939e+11,801088.101,15659.56531,5.334619389e-14,592619004.5,-1179312031,8.547002537e-31
1.26e-07,1.992538426e+11,816771.1288,15597.66145,5.324198089e-14,598122693.6,-1177296381,8.530305773e-31
1.28e-07,2.007552725e+11,827390.3497,15588.6574,5.313709327e-14,603611631.5,-1175261961,8.513500923e-31
1.3e-07,1.989730288e+11,826656.0601,15554.2652,5.30313057e-14,609095017.9,-1173201703,8.496551886e-31
1.32e-07,1.744086218e+11,755045.1092,15606.3827,5.292450608e-14,614567275.4,-1171119388,8.479440701e-31
1.34e-07,1.799483144e+11,977211.0417,15589.49165,5.281693892e-14,620053375.5,-1168997295,8.462206542e-31
1.36e-07,1.592619111e+11,691962.0228,15531.17596,5.270869891e-14,625536853.9,-1166847245,8.44486458e-31
1.38e-07,1.829023796e+11,837255.3832,15546.09389,5.259921969e-14,630998431.9,-1164678030,8.427324075e-31
1.4e-07,1.694095444e+11,843614.6813,15495.12018,5.248838434e-14,636470247.3,-1162477809,8.409566294e-31
1.42e-07,1.407562078e+11,858698.3825,15471.9879,5.237607283e-14,641918841.3,-1160258720,8.391572007e-31
1.44e-07,1.359744587e+11,871338.8834,15446.1455,5.22622344e-14,647358146,-1158012024,8.373333079e-31
1.46e-07,8.191292395e+10,881399.5559,15278.06895,5.214709409e-14,652789704.4,-1155738208,8.354885568e-31
1.48e-07,6.72104436e+10,894934.0768,15161.43203,5.203009073e-14,658157041.5,-1153463343,8.336139563e-31
1.5e-07,1.909155097e+10,905214.1513,15003.70945,5.191082062e-14,663489862.1,-1151178657,8.317030385e-31
1.52e-07,-6297998192,920507.2854,14909.09097,5.178925722e-14,668760383.2,-1148892691,8.297553781e-31
1.54e-07,-2.874507092e+10,930736.94,14890.94229,5.1665527e-14,674003558,-1146592813,8.277730014e-31
1.56e-07,-3.7857809e+10,961803.3469,14810.91944,5.154025677e-14,679236513.4,-1144264768,8.257659511e-31
1.58e-07,-1.428173736e+10,884707.8733,14810.81315,5.141350672e-14,684445736.9,-1141921894,8.237351914e-31
1.6e-07,-3.991524568e+10,905007.6827,14719.38083,5.128516476e-14,689658874.1,-1139552487,8.216789264e-31
1.62e-07,-4.780066137e+10,949584.3648,14673.77594,5.115509725e-14,694832066.9,-1137173468,8.195950153e-31
1.64e-07,-8.176487571e+10,963492.6981,14610.92489,5.10233221e-14,699994042.5,-1134773576,8.174837445e-31
1.66e-07,-1.18035697e+11,974449.7069,14460.15109,5.089019205e-14,705126468.5,-1132354910,8.15350766e-31
1.68e-07,-1.070114593e+11,985620.8161,14409.42576,5.075547028e-14,710209012,-1129934425,8.131922853e-31
1.7e-07,-1.305437761e+11,996528.765,14331.0632,5.061913714e-14,715279079.4,-1127495943,8.110079877e-31
1.72e-07,-1.278954763e+11,1007463.267,14332.85811,5.048136994e-14,720316250.5,-1125045744,8.088007136e-31
1.74e-07,-1.076910648e+11,1018385.514,14396.80546,5.03425347e-14,725358519.9,-1122565701,8.06576328e-31
1.76e-07,-1.219184222e+11,1029308.894,14380.14492,5.02033379e-14,730423447.1,-1120044386,8.043461493e-31
1.78e-07,-1.051376317e+11,1040231.904,14381.67915,5.006379577e-14,735478498.1,-1117497287,8.021104379e-31
1.8e-07,-9.866640732e+10,1051155.039,14328.58509,4.992374853e-14,740539153.3,-1114920882,7.998666338e-31
1.82e-07,-1.258804721e+11,1062078.257,14299.72778,4.978295135e-14,745578965.6,-1112329480,7.976108143e-31
1.84e-07,-1.274906867e+11,1073001.579,14315.68562,4.964137366e-14,750605457.2,-1109713989,7.953424896e-31
1.86e-07,-1.251131648e+11,1083925.012,14243.56834,4.949966778e-14,755638288.6,-1107062204,7.930721111e-31
1.88e-07,-1.367642505e+11,1094848.563,14258.39472,4.935767713e-14,760648345,-1104397142,7.907971701e-31
1.9e-07,-1.212698881e+11,1105772.239,14207.3614,4.921531425e-14,765661763.5,-1101698531,7.885162653e-31
1.92e-07,-1.418469277e+11,1116696.048,14196.76014,4.907270733e-14,770658969.3,-1098982076,7.862314506e-31
1.94e-07,-1.517418409e+11,1127619.996,14187.78985,4.892976772e-14,775650970.2,-1096238009,7.839413055e-31
1.96e-07,-1.668470818e+11,1138544.09,14070.43927,4.878690681e-14,780636159.8,-1093462213,7.816524214e-31
1.98e-07,-1.745500402e+11,1149468.338,14084.21444,4.864373316e-14,785584167,-1090682032,7.793585266e-31
2e-07,-1.514177279e+11,1160392.746,14009.5482,4.850025027e-14,790535858.5,-1087866954,7.770596773e-31
2.02e-07,-1.833071595e+11,1171317.321,14019.8686,4.83565115e-14,795465377.5,-1085041295,7.747567283e-31
2.04e-07,-1.568749351e+11,1182242.071,14053.08131,4.821246391e-14,800392997.3,-1082182389,7.724488314e-31
2.06e-07,-1.697984051e+11,1193167.001,13968.42545,4.806882917e-14,805335870.8,-1079282661,7.701475492e-31
2.08e-07,-1.892390985e+11,1204092.12,13928.18838,4.792509698e-14,810247815,-1076374179,7.678447056e-31
2.1e-07,-1.807363475e+11,1215017.433,13851.6497,4.778085451e-14,815142544.4,-1073442466,7.655336864e-31
2.12e-07,-2.403307236e+11,1225942.949,13770.68687,4.763616982e-14,820015427.7,-1070498564,7.632155822e-31
2.14e-07,-2.437712357e+11,1236868.673,13711.39244,4.749090566e-14,824849334.7,-1067539745,7.608881937e-31
2.16e-07,-2.412795326e+11,1247794.614,13697.53295,4.734538801e-14,829670389.5,-1064558721,7.58556744e-31
2.18e-07,-2.376796875e+11,1258720.777,13693.84482,4.719977695e-14,834487741.4,-1061550172,7.562237975e-31
2.2e-07,-2.030823017e+11,1269647.17,13730.62993,4.705405637e-14,839303066.3,-1058511638,7.538890966e-31
2.22e-07,-2.253058933e+11,1280573.8,13784.22512,4.690831909e-14,844137060.8,-1055435446,7.515541279e-31
2.24e-07,-1.970074726e+11,1291500.673,13776.50298,4.676291266e-14,848979126.2,-1052312416,7.492244601e-31
2.26e-07,-2.060858252e+11,1302427.798,13731.45691,4.661781556e-14,853827293.4,-1049157854,7.468997481e-31
2.28e-07,-2.459530669e+11,1313355.181,13620.91649,4.647232409e-14,858654649.4,-1045984987,7.445687178e-31
2.3e-07,-2.479293422e+11,1324282.828,13477.21575,4.632593227e-14,863438090.7,-1042804733,7.422232624e-31
2.32e-07,-3.496056788e+11,1335210.749,13373.15005,4.61782198e-14,868178359.9,-1039628792,7.398566476e-31
2.34e-07,-3.386027702e+11,1346138.948,13248.41355,4.602942698e-14,872865284.4,-1036438496,7.374727239e-31
2.36e-07,-3.725509606e+11,1357067.435,13136.32719,4.587999856e-14,877525066.5,-1033240574,7.350786166e-31
2.38e-07,-4.074152169e+11,1367996.216,13058.95465,4.572944055e-14,882140625.8,-1030041441,7.326664114e-31
2.4e-07,-3.66206626e+11,1378925.298,13042.53605,4.557782807e-14,886726325.5,-1026825206,7.302373116e-31
2.42e-07,-4.162179532e+11,1389854.689,13063.35472,4.542564313e-14,891319864.3,-1023582827,7.277990401e-31
2.44e-07,-3.899644658e+11,1400784.396,13024.56675,4.527330293e-14,895903548.1,-1020299608,7.25358281e-31
2.46e-07,-3.783440793e+11,1411714.427,13049.78106,4.512098263e-14,900486615.7,-1016990244,7.229178407e-31
2.48e-07,-3.74819289e+11,1422644.79,13030.7402,4.496842741e-14,905077363.4,-1013644962,7.204736367e-31
2.5e-07,-3.588446464e+11,1433575.492,13081.87081,4.481548673e-14,909657718.8,-1010273004,7.180232567e-31
2.52e-07,-3.21958976e+11,1444506.54,13216.1621,4.466247077e-14,914261213.1,-1006853516,7.155716709e-31
2.54e-07,-2.916240435e+11,1455437.943,13299.29643,4.451029403e-14,918910318.9,-1003362553,7.131335306e-31
2.56e-07,-2.271926852e+11,1466369.709,13438.76552,4.435913729e-14,923590414.9,-999815636.7,7.107117327e-31
2.58e-07,-1.81128111e+11,1477301.845,13518.25368,4.42088255e-14,928324036.4,-996199376.6,7.083034723e-31
2.6e-07,-1.683259741e+11,1488234.36,13617.95997,4.405903198e-14,933082794.8,-992533468.8,7.059035155e-31
2.62e-07,-1.488695742e+11,1499167.261,13618.54755,4.39097105e-14,937872463.1,-988803866,7.035111217e-31
2.64e-07,-1.807400048e+11,1510100.557,13510.91502,4.376085431e-14,942660662.2,-985036875.6,7.011261826e-31
2.66e-07,-1.823905519e+11,1521034.256,13409.23417,4.361142675e-14,947407476.4,-981263530.2,6.987320891e-31
2.68e-07,-2.33750021e+11,1531968.367,13210.1562,4.346083611e-14,952121253.3,-977481393.9,6.963193611e-31
2.7e-07,-2.559809467e+11,1542902.898,13133.46083,4.330852693e-14,956758534.9,-973720518.7,6.93879099e-31
2.72e-07,-2.834690102e+11,1553837.857,13066.08203,4.3154835e-14,961374220.6,-969938840.7,6.914166828e-31
2.74e-07,-2.884145852e+11,1564773.254,12959.77637,4.300082887e-14,965960747.9,-966133244.4,6.889492325e-31
2.76e-07,-2.589182512e+11,1575709.097,13018.60762,4.284624752e-14,970517894.7,-962320301.9,6.864725664e-31
2.78e-07,-2.460077093e+11,1586645.396,13009.3733,4.2691404e-14,975099252.6,-958453455.6,6.839916996e-31
2.8e-07,-2.432872068e+11,1597582.159,13048.07036,4.253661909e-14,979672633,-954554915.9,6.81511772e-31
