z,Ex,Ez,By,ne,vx,vz,Pe
0,-3.631793443e+11,0,-1057.520294,0,0,0,0
2e-09,-3.623929037e+11,0,-899.8549901,0,0,0,0
4e-09,-3.61600651e+11,0,-892.2710664,0,0,0,0
6e-09,-3.608026007e+11,0,-884.6693202,0,0,0,0
8e-09,-3.599987675e+11,0,-877.0498905,0,0,0,0
1e-08,-3.59189166e+11,0,-869.4129168,0,0,0,0
1.2e-08,-3.583738112e+11,0,-861.7585389,0,0,0,0
1.4e-08,-3.575527178e+11,0,-854.0868968,0,0,0,0
1.6e-08,-3.567259009e+11,0,-846.3981311,0,0,0,0
1.8e-08,-3.558933757e+11,0,-838.6923826,0,0,0,0
2e-08,-3.550551572e+11,0,-830.9697924,0,0,0,0
2.2e-08,-3.542112608e+11,0,-823.2305019,0,0,0,0
2.4e-08,-3.533617017e+11,0,-815.4746531,0,0,0,0
2.6e-08,-3.525064956e+11,0,-807.7023881,0,0,0,0
2.8e-08,-3.516456579e+11,0,-799.9138492,0,0,0,0
3e-08,-3.507792042e+11,0,-792.1091794,0,0,0,0
3.2e-08,-3.499071502e+11,0,-784.2885218,0,0,0,0
3.4e-08,-3.490295119e+11,0,-776.4520197,0,0,0,0
3.6e-08,-3.48146305e+11,0,-768.599817,0,0,0,0
3.8e-08,-3.472575456e+11,0,-760.7320577,0,0,0,0
4e-08,-3.463632497e+11,0,-752.8488862,0,0,0,0
4.2e-08,-3.454634335e+11,0,-744.9504472,0,0,0,0
4.4e-08,-3.445581132e+11,0,-737.0368857,0,0,0,0
4.6e-08,-3.436473053e+11,0,-729.1083471,0,0,0,0
4.8e-08,-3.42731026e+11,0,-721.1649768,0,0,0,0
5e-08,-3.418092919e+11,0,-713.2069209,0,0,0,0
5.2e-08,-3.408821197e+11,0,-705.2343255,0,0,0,0
5.4e-08,-3.399495259e+11,0,-697.2473371,0,0,0,0
5.6e-08,-3.390115274e+11,0,-689.2461025,0,0,0,0
5.8e-08,-3.38068141e+11,0,-681.2307688,0,0,0,0
6e-08,-3.371193837e+11,0,-673.2014834,0,0,0,0
6.2e-08,-3.361652723e+11,0,-665.1583938,0,0,0,0
6.4e-08,-3.352058242e+11,0,-657.101648,0,0,0,0
