z,Ex,Ez,By,ne,vx,vz,Pe
0,-8.658901126e+11,0,-1403.987693,0,0,0,0
2e-09,-8.669088311e+11,0,80.5789409,0,0,0,0
4e-09,-8.679123201e+11,0,81.09469241,0,0,0,0
6e-09,-8.6890056e+11,0,81.60833458,0,0,0,0
8e-09,-8.698735312e+11,0,82.11985755,0,0,0,0
1e-08,-8.708312145e+11,0,82.62925151,0,0,0,0
1.2e-08,-8.717735909e+11,0,83.13650669,0,0,0,0
1.4e-08,-8.727006417e+11,0,83.64161339,0,0,0,0
1.6e-08,-8.736123485e+11,0,84.14456196,0,0,0,0
1.8e-08,-8.74508693e+11,0,84.6453428,0,0,0,0
2e-08,-8.753896575e+11,0,85.14394636,0,0,0,0
2.2e-08,-8.762552243e+11,0,85.64036313,0,0,0,0
2.4e-08,-8.771053761e+11,0,86.13458369,0,0,0,0
2.6e-08,-8.779400958e+11,0,86.62659864,0,0,0,0
2.8e-08,-8.787593665e+11,0,87.11639865,0,0,0,0
3e-08,-8.795631718e+11,0,87.60397444,0,0,0,0
3.2e-08,-8.803514954e+11,0,88.08931679,0,0,0,0
3.4e-08,-8.811243213e+11,0,88.57241652,0,0,0,0
3.6e-08,-8.818816339e+11,0,89.05326452,0,0,0,0
3.8e-08,-8.826234177e+11,0,89.53185172,0,0,0,0
4e-08,-8.833496575e+11,0,90.00816912,0,0,0,0
4.2e-08,-8.840603384e+11,0,90.48220777,0,0,0,0
4.4e-08,-8.84755446e+11,0,90.95395877,0,0,0,0
4.6e-08,-8.854349657e+11,0,91.42341327,0,0,0,0
4.8e-08,-8.860988837e+11,0,91.8905625,0,0,0,0
5e-08,-8.86747186e+11,0,92.35539773,0,0,0,0
5.2e-08,-8.873798592e+11,0,92.81791027,0,0,0,0
5.4e-08,-8.879968902e+11,0,93.27809151,0,0,0,0
5.6e-08,-8.885982658e+11,0,93.73593289,0,0,0,0
5.8e-08,-8.891839735e+11,0,94.19142591,0,0,0,0
6e-08,-8.89754001e+11,0,94.64456211,0,0,0,0
6.2e-08,-8.903083359e+11,0,95.09533311,0,0,0,0
6.4e-08,-8.908469666e+11,0,95.54373056,0,0,0,0
6.6e-08,-8.913698815e+11,0,95.98974619,0,0,0,0
6.8e-08,-8.918770693e+11,0,96.43337178,0,0,0,0
7e-08,-8.92368519e+11,0,96.87459916,0,0,0,0
7.2e-08,-8.928442199e+11,0,97.31342023,0,0,0,0
7.4e-08,-8.933041616e+11,0,97.74982694,0,0,0,0
7.6e-08,-8.937483338e+11,0,98.1838113,0,0,0,0
7.8e-08,-8.941767268e+11,0,98.61536537,0,0,0,0
8e-08,-8.945893309e+11,0,99.04448128,0,0,0,0
8.2e-08,-8.949861367e+11,0,99.47115121,0,0,0,0
8.4e-08,-8.953671354e+11,0,99.89536741,0,0,0,0
8.6e-08,-8.95732318e+11,0,100.3171222,0,0,0,0
8.8e-08,-8.960816762e+11,0,100.7364078,0,0,0,0
9e-08,-8.964152017e+11,0,101.1532169,0,0,0,0
9.2e-08,-8.967328867e+11,0,101.5675417,0,0,0,0
9.4e-08,-8.970347234e+11,0,101.9793749,0,0,0,0
9.6e-08,-8.973207046e+11,0,102.388709,0,0,0,0
9.8e-08,-8.975908231e+11,0,102.7955367,0,0,0,0
1e-07,-8.978450723e+11,0,103.1998507,0,0,0,0
1.02e-07,-8.980834455e+11,0,103.6016438,0,0,0,0
1.04e-07,-8.983059366e+11,0,104.0009088,0,0,0,0
1.06e-07,-8.985125396e+11,0,104.3976386,0,0,0,0
1.08e-07,-8.987032489e+11,0,104.7918262,0,0,0,0
1.1e-07,-8.988780591e+11,0,105.1834646,0,0,0,0
1.12e-07,-8.990369651e+11,0,105.5725467,0,0,0,0
1.14e-07,-8.991799621e+11,0,105.9590659,0,0,0,0
1.16e-07,-8.993070456e+11,0,106.3430152,0,0,0,0
1.18e-07,-8.994182113e+11,0,106.7243879,0,0,0,0
