z,Ex,Ez,By,ne,vx,vz,Pe
0,-2.818550399e+11,0,1190.468242,0,0,0,0
2e-09,-2.855774325e+11,0,3315.417515,0,0,0,0
4e-09,-2.89293788e+11,0,3303.922249,0,0,0,0
6e-09,-2.93003031e+11,0,3292.410106,0,0,0,0
8e-09,-2.967040082e+11,0,3280.879913,0,0,0,0
1e-08,-3.003956145e+11,0,3269.329929,0,0,0,0
1.2e-08,-3.040765944e+11,0,3257.757957,0,0,0,0
1.4e-08,-3.077457866e+11,0,3246.161303,0,0,0,0
1.6e-08,-3.114018265e+11,0,3234.536912,0,0,0,0
1.8e-08,-3.150435073e+11,0,3222.88135,0,0,0,0
2e-08,-3.186693827e+11,0,3211.190968,0,0,0,0
2.2e-08,-3.222782464e+11,0,3199.46192,0,0,0,0
2.4e-08,-3.258686415e+11,0,3187.690352,0,0,0,0
2.6e-08,-3.294394566e+11,0,3175.872435,0,0,0,0
2.8e-08,-3.329893369e+11,0,3164.004574,0,0,0,0
3e-08,-3.365173891e+11,0,3152.083457,0,0,0,0
3.2e-08,-3.40022493e+11,0,3140.106275,0,0,0,0
3.4e-08,-3.435041088e+11,0,3128.070756,0,0,0,0
3.6e-08,-3.469614834e+11,0,3115.975359,0,0,0,0
3.8e-08,-3.503945455e+11,0,3103.819268,0,0,0,0
4e-08,-3.538030003e+11,0,3091.602541,0,0,0,0
4.2e-08,-3.571873031e+11,0,3079.326041,0,0,0,0
4.4e-08,-3.605476419e+11,0,3066.991525,0,0,0,0
4.6e-08,-3.638849787e+11,0,3054.601485,0,0,0,0
4.8e-08,-3.671999196e+11,0,3042.159163,0,0,0,0
5e-08,-3.704938224e+11,0,3029.668325,0,0,0,0
5.2e-08,-3.737675686e+11,0,3017.133228,0,0,0,0
5.4e-08,-3.770227445e+11,0,3004.558363,0,0,0,0
5.6e-08,-3.802603313e+11,0,2991.948413,0,0,0,0
5.8e-08,-3.834819668e+11,0,2979.308013,0,0,0,0
6e-08,-3.866885785e+11,0,2966.641765,0,0,0,0
6.2e-08,-3.898817417e+11,0,2953.95408,0,0,0,0
6.4e-08,-3.93062278e+11,0,2941.249296,0,0,0,0
6.6e-08,-3.962317097e+11,0,2928.531626,0,0,0,0
6.8e-08,-3.993908292e+11,0,2915.805385,0,0,0,0
7e-08,-4.025412375e+11,0,2903.075026,0,0,0,0
7.2e-08,-4.056838814e+11,0,2890.345441,0,0,0,0
7.4e-08,-4.088206443e+11,0,2877.621999,0,0,0,0
7.6e-08,-4.119528258e+11,0,2864.910797,0,0,0,0
7.8e-08,-4.150827385e+11,0,2852.218587,0,0,0,0
8e-08,-4.182121016e+11,0,2839.552869,0,0,0,0
8.2e-08,-4.213436022e+11,0,2826.921606,0,0,0,0
8.4e-08,-4.244791886e+11,0,2814.333061,0,0,0,0
8.6e-08,-4.276215737e+11,0,2801.795248,0,0,0,0
8.8e-08,-4.30772445e+11,0,2789.315549,0,0,0,0
9e-08,-4.339339237e+11,0,2776.899994,0,0,0,0
9.2e-08,-4.371067437e+11,0,2764.552789,0,0,0,0
9.4e-08,-4.40291711e+11,0,2752.275612,0,0,0,0
9.6e-08,-4.434879324e+11,0,2740.067271,0,0,0,0
9.8e-08,-4.466943351e+11,0,2727.923239,0,0,0,0
1e-07,-4.499080253e+11,0,2715.835681,0,0,0,0
1.02e-07,-4.531259033e+11,0,2703.793394,0,0,0,0
1.04e-07,-4.563431921e+11,0,2691.782279,0,0,0,0
1.06e-07,-4.595551404e+11,0,2679.785717,0,0,0,0
1.08e-07,-4.627557192e+11,0,2667.78542,0,0,0,0
1.1e-07,-4.659393553e+11,0,2655.7621,0,0,0,0
1.12e-07,-4.690997477e+11,0,2643.696501,0,0,0,0
1.14e-07,-4.722315428e+11,0,2631.570123,0,0,0,0
1.16e-07,-4.75329218e+11,0,2619.366212,0,0,0,0
1.18e-07,-4.783886267e+11,0,2607.070345,0,0,0,0
1.2e-07,-4.814059241e+11,0,2594.671241,0,0,0,0
1.22e-07,-4.843789347e+11,0,2582.161121,0,0,0,0
1.24e-07,-4.873061248e+11,0,2569.536273,0,0,0,0
1.26e-07,-4.901877699e+11,0,2556.797172,0,0,0,0
1.28e-07,-4.93024986e+11,0,2543.948777,0,0,0,0
1.3e-07,-4.958206572e+11,0,2531.000341,0,0,0,0
1.32e-07,-4.98578504e+11,0,2517.96531,0,0,0,0
1.34e-07,-5.013036938e+11,0,2504.86063,0,0,0,0
1.36e-07,-5.040019013e+11,0,2491.706025,0,0,0,0
1.38e-07,-5.066795217e+11,0,2478.522609,0,0,0,0
1.4e-07,-5.09342707e+11,0,2465.331438,0,0,0,0
1.42e-07,-5.11997176e+11,0,2452.151504,0,0,0,0
1.44e-07,-5.146473377e+11,0,2438.997862,0,0,0,0
1.46e-07,-5.17295857e+11,0,2425.879581,0,0,0,0
1.48e-07,-5.199431432e+11,0,2412.798292,0,0,0,0
1.5e-07,-5.22586959e+11,0,2399.747115,0,0,0,0
1.52e-07,-5.252226178e+11,0,2386.710689,0,0,0,0
1.54e-07,-5.278429011e+11,0,2373.666018,0,0,0,0
1.56e-07,-5.304391745e+11,0,2360.584575,0,0,0,0
1.58e-07,-5.330016234e+11,0,2347.435142,0,0,0,0
1.6e-07,-5.355211419e+11,0,2334.187439,0,0,0,0
1.62e-07,-5.379895018e+11,0,2320.815762,0,0,0,0
1.64e-07,-5.404015057e+11,0,2307.302406,0,0,0,0
1.66e-07,-5.427544406e+11,0,2293.640046,0,0,0,0
1.68e-07,-5.450498784e+11,0,2279.832866,0,0,0,0
1.7e-07,-5.472918628e+11,0,2265.895959,0,0,0,0
1.72e-07,-5.49488057e+11,0,2251.853125,0,0,0,0
1.74e-07,-5.516466221e+11,0,2237.733223,0,0,0,0
1.76e-07,-5.537770314e+11,0,2223.565642,0,0,0,0
1.78e-07,-5.558862243e+11,0,2209.375561,0,0,0,0
1.8e-07,-5.579799197e+11,0,2195.179757,0,0,0,0
1.82e-07,-5.600589393e+11,0,2180.983759,0,0,0,0
1.84e-07,-5.621218778e+11,0,2166.780732,0,0,0,0
1.86e-07,-5.641621991e+11,0,2152.552526,0,0,0,0
1.88e-07,-5.661725411e+11,0,2138.272497,0,0,0,0
1.9e-07,-5.681424254e+11,0,2123.909961,0,0,0,0
1.92e-07,-5.700636585e+11,0,2109.435171,0,0,0,0
1.94e-07,-5.719277826e+11,0,2094.824371,0,0,0,0
1.96e-07,-5.737315501e+11,0,2080.06357,0,0,0,0
