z,Ex,Ez,By,ne,vx,vz,Pe
0,-8.212809218e+11,164606.9212,-4815.588056,5.383615331e+19,0,-12109807.72,862.550269
2e-09,-8.135416102e+11,164606.9212,-6884.975807,5.383615331e+19,131785790.6,-12109807.72,862.550269
4e-09,-8.24576214e+11,870942.2804,-6884.218523,1.362538826e+21,129374685.8,11736474.84,21830.2787
6e-09,-8.091701327e+11,-2655539.614,-6883.97477,1.050303119e+21,-54090231.13,-9245130.783,16827.71116
8e-09,-8.114420073e+11,88501.38465,-6876.015526,1.041239469e+20,-56509330.27,12039785.34,1668.249548
1e-08,-8.156335227e+11,81133.76968,-6879.619428,5.109873609e+19,-58908800.97,-9129305.808,818.6920099
1.2e-08,-7.995601964e+11,122120.82,-6876.957928,4.305753241e+18,-61330912.33,14319096.76,68.98577234
1.4e-08,-8.094717602e+11,132328.6187,-6872.616232,1.515228783e+18,-63716719.9,-9592063.406,24.27664151
1.6e-08,-8.033213982e+11,144047.5515,-6876.900258,1.047183552e+17,-66135512.32,16461079.3,1.677773018
1.8e-08,-7.937248028e+11,158122.3212,-6869.874464,3.010971751e+16,-68517687.62,-10850252.15,0.4824108585
2e-08,-8.054950682e+11,169853.912,-6869.04512,1.737508981e+15,-70930775.01,18551631.21,0.02783796291
2.2e-08,-7.91689291e+11,182074.0493,-6870.244972,4.550186034e+14,-73306636.78,-12912604.68,0.007290201744
2.4e-08,-7.926407544e+11,193365.9146,-6859.832338,2.251761253e+13,-75720975.1,21238251.03,0.0003607719264
2.6e-08,-7.993543676e+11,205539.9176,-6859.800869,7.41699654e+12,-78063410.35,-37163468.99,0.0001188333855
2.8e-08,-7.845045759e+11,216530.3947,-6853.133981,2.409134848e+11,-80478493.55,48225063.15,3.859859562e-06
3e-08,-7.952352574e+11,228846.9376,-6841.146545,1.021385869e+11,-82864284.63,-437493733.2,1.636440574e-06
3.2e-08,-7.935238522e+11,239484.905,-6838.505346,773073900.8,-85273580.23,-435268483,1.23860094e-08
3.4e-08,-7.851771091e+11,252177.1948,-6821.346454,770369068.8,-87679574,-440449925.9,1.234267322e-08
3.6e-08,-7.999624795e+11,262487.1892,-6807.815825,765269025.3,-90076079.85,-440109217.8,1.226096151e-08
3.8e-08,-7.909332314e+11,275437.7596,-6797.933496,763320480.7,-92477777.36,-439760866.1,1.222974238e-08
4e-08,-7.934305826e+11,286295.0105,-6773.194309,761495373.6,-94868469.26,-439405241.7,1.220050095e-08
4.2e-08,-8.049163962e+11,299207.117,-6760.166349,759807874.1,-97253833.74,-439043176.7,1.217346422e-08
4.4e-08,-7.93617958e+11,310166.727,-6741.106981,758273729.3,-99640335.08,-438676191.3,1.214888451e-08
4.6e-08,-8.055896868e+11,323406.2929,-6714.697892,756910694.4,-102011566.1,-438304616.4,1.212704629e-08
4.8e-08,-8.083325886e+11,334705.2713,-6703.122037,755740007.6,-104382348.5,-437929729.8,1.210828982e-08
5e-08,-8.010515894e+11,348171.5471,-6677.108317,754782018.4,-106747747.9,-437552641.3,1.209294114e-08
5.2e-08,-8.16533855e+11,359948.4623,-6656.173085,754058439.4,-109099184.1,-437173800,1.208134812e-08
5.4e-08,-8.098304499e+11,373381.9791,-6645.215533,753590869.4,-111453357.1,-436794826.9,1.207385683e-08
5.6e-08,-8.102828712e+11,385683.3274,-6617.783085,753397731.1,-113796183.8,-436416218.7,1.207076241e-08
5.8e-08,-8.21482328e+11,398687.3146,-6606.458114,753497292.1,-116131098,-436038869.1,1.207235755e-08
6e-08,-8.096419913e+11,411468.9735,-6592.870413,753903537.4,-118468392.2,-435664270.3,1.207886632e-08
6.2e-08,-8.176952642e+11,423723.4299,-6570.238232,754625902,-120791591.4,-435292712.1,1.209043988e-08
