z,Ex,Ez,By,ne,vx,vz,Pe
0,2.367531407e+11,69504.03701,9609.656254,4.856365921e-32,0,-1484272034,7.780756005e-49
2e-09,2.351057576e+11,69504.03701,18459.02146,4.856365921e-32,269132652,-1484272034,7.780756005e-49
4e-09,1.900577697e+11,928778.7189,18444.41301,4.853183316e-32,275629627.6,-1483956034,7.77565691e-49
6e-09,2.639668843e+11,-2736339.931,18453.5217,4.850407077e-32,282115565.7,-1483613908,7.771208884e-49
8e-09,2.080797156e+11,95649.3678,18447.85019,4.847521975e-32,288619593.6,-1483245736,7.76658644e-49
1e-08,2.62254673e+11,73462.60692,18427.44785,4.844488837e-32,295105457.1,-1482852152,7.761726819e-49
1.2e-08,2.10773175e+11,124799.2619,18444.15632,4.841270742e-32,301598048.2,-1482433829,7.756570862e-49
1.4e-08,2.004234737e+11,133326.7425,18416.20477,4.837835453e-32,308083267.7,-1481988156,7.751066922e-49
1.6e-08,2.254431271e+11,146283.8596,18457.38028,4.834151314e-32,314563552.2,-1481516732,7.74516428e-49
1.8e-08,1.925922991e+11,160233.3076,18440.6222,4.830184856e-32,321062466.3,-1481016242,7.738809314e-49
2e-08,2.614585971e+11,172147.8022,18453.84212,4.82589787e-32,327547810.9,-1480490164,7.731940806e-49
2.2e-08,1.935897433e+11,184387.0163,18443.69455,4.821249475e-32,334051134.1,-1479937388,7.724493255e-49
2.4e-08,2.276210112e+11,195722.1029,18429.73943,4.816203851e-32,340533166.8,-1479358605,7.716409274e-49
2.6e-08,1.889874872e+11,207914.66,18448.42686,4.810728311e-32,347023789.3,-1478753268,7.707636493e-49
2.8e-08,1.822779828e+11,218921.7077,18417.0053,4.804792585e-32,353510610.8,-1478119248,7.698126411e-49
3e-08,2.214000176e+11,231247.7558,18443.02559,4.798361968e-32,359991189.6,-1477459448,7.687823427e-49
3.2e-08,1.722354994e+11,241894.718,18417.94522,4.791400821e-32,366485455.3,-1476771118,7.67667044e-49
3.4e-08,2.125891062e+11,254593.2778,18453.15264,4.783874558e-32,372960677.6,-1476057152,7.664612037e-49
3.6e-08,1.251675327e+11,264914.8641,18431.30971,4.775757281e-32,379458906.5,-1475312298,7.651606725e-49
3.8e-08,1.449530768e+11,277878.1269,18421.93227,4.76702394e-32,385933255.4,-1474539979,7.63761437e-49
4e-08,1.282321842e+11,288765.6383,18426.73397,4.757646178e-32,392418119.8,-1473738577,7.622589539e-49
4.2e-08,1.067138618e+11,301714.3906,18422.90108,4.747596405e-32,398898569.2,-1472908543,7.606488027e-49
4.4e-08,1.463652512e+11,312749.7332,18456.48858,4.736848475e-32,405378505.9,-1472049305,7.589267945e-49
4.6e-08,5.991033891e+10,326076.864,18441.22821,4.725383093e-32,411875687.1,-1471158708,7.570898379e-49
4.8e-08,9.109380537e+10,337538.309,18455.74592,4.713180387e-32,418353812.2,-1470239028,7.551347488e-49
5e-08,1.347886831e+10,351178.6082,18423.44648,4.70022795e-32,424849638.3,-1469286969,7.530595397e-49
5.2e-08,2.975218491e+10,363262.0555,18396.61585,4.686508962e-32,431321679.9,-1468307052,7.508615154e-49
5.4e-08,3.12136411e+10,376991.1037,18390.82653,4.672005634e-32,437794952.4,-1467298393,7.48537826e-49
5.6e-08,-2.32097295e+10,389808.0658,18421.40964,4.656705974e-32,444264369.7,-1466261193,7.460865503e-49
