z,Ex,Ez,By,ne,vx,vz,Pe
0,5.345981414e+11,-4.446039453e+10,2253.537359,5.797566672e+25,0,9827805.535,928872585.6
2e-09,5.421721073e+11,-4.446039453e+10,2737.630513,5.797566672e+25,-23478740.58,9827805.535,928872585.6
4e-09,5.496580111e+11,-1.083922327e+10,2765.158674,5.522152684e+25,-41876237.68,13673335.44,884746400
6e-09,5.570532186e+11,3.705458347e+10,2791.990197,5.905698873e+25,-59012718.2,15433958.58,946197274.2
8e-09,5.643540467e+11,4.400276312e+10,2817.536455,9.950172332e+25,-73723344.7,17262637.67,1594193361
1e-08,5.715422086e+11,3.4924209e+10,2840.384011,1.842077474e+26,-84109529.14,16732471.16,2951333486
1.2e-08,5.785905234e+11,-1.882403541e+10,2854.142345,5.988847982e+26,-85264126.28,17354345.4,9595192301
1.4e-08,5.855824634e+11,-4.11370062e+10,2862.83193,7.238724514e+26,-54270597.85,-2252825.737,1.159771528e+10
1.6e-08,5.926201975e+11,-1.434940771e+10,2879.555882,1.735866862e+26,-56421872.14,-175116.7086,2781165326
1.8e-08,5.99581738e+11,-3994526731,2902.089539,1.496572119e+26,-60445929.11,-4543541.771,2397772880
2e-08,6.064672521e+11,5493732029,2924.736917,1.231478742e+26,-63583814.33,-3602561.048,1973046466
2.2e-08,6.132652e+11,1.069533119e+10,2947.299072,1.206683306e+26,-66684980.49,-2271643.43,1933319798
2.4e-08,6.199721217e+11,1.462975636e+10,2969.428547,1.224582543e+26,-69750820.67,-585907.2828,1961997536
2.6e-08,6.265867017e+11,1.806097708e+10,2991.01647,1.2752064e+26,-72796613.39,1207560.194,2043105897
2.8e-08,6.331062661e+11,2.18351141e+10,3011.966888,1.350921184e+26,-75805464.84,3023427.546,2164414356
3e-08,6.395302006e+11,2.592223901e+10,3032.195114,1.446533247e+26,-78735082.19,4820292.268,2317601768
3.2e-08,6.458554615e+11,3.002401151e+10,3051.624995,1.559351212e+26,-81528099.28,6573014.821,2498356076
3.4e-08,6.520815143e+11,3.374668149e+10,3070.18833,1.686567809e+26,-84121462.03,8259047.281,2702179534
3.6e-08,6.58205135e+11,3.678093737e+10,3087.831812,1.822994848e+26,-86473767.52,9835789.207,2920759749
3.8e-08,6.642266494e+11,3.912294224e+10,3104.52263,1.963321298e+26,-88578360.72,11248568.49,3145587508
4e-08,6.701439672e+11,4.137983393e+10,3120.250487,2.101517343e+26,-90455936.12,12450106.91,3367001984
4.2e-08,6.75959271e+11,4.478939408e+10,3135.031335,2.230593423e+26,-92129547.73,13430653.91,3573804662
4.4e-08,6.816719397e+11,5.040617816e+10,3148.926843,2.334802148e+26,-93615794.92,14227199.65,3740765446
4.6e-08,6.872854061e+11,5.613278275e+10,3162.076843,2.391537664e+26,-94904504.28,14938146.85,3831665764
4.8e-08,6.927999395e+11,5.962030137e+10,3174.676623,2.399373664e+26,-95973495.49,15661217,3844220421
5e-08,6.9821958e+11,6.160208538e+10,3186.892071,2.379298174e+26,-96820645.7,16426765.87,3812055939
5.2e-08,7.035427719e+11,6.312359606e+10,3198.807403,2.353533875e+26,-97465580.85,17232145.51,3770776982
5.4e-08,7.087710421e+11,6.474715677e+10,3210.435528,2.335362226e+26,-97937532.32,18067211.38,3741662790
5.6e-08,7.139008888e+11,6.662417328e+10,3221.750732,2.329511082e+26,-98265276.65,18922188.99,3732288224
5.8e-08,7.18932999e+11,6.870609178e+10,3232.715074,2.335731285e+26,-98472616.45,19789171.34,3742254088
6e-08,7.238634625e+11,7.089029068e+10,3243.293122,2.3518273e+26,-98577664.02,20662259.92,3768042748
6.2e-08,7.286933401e+11,7.308236834e+10,3253.457039,2.37536212e+26,-98593755.94,21537438.89,3805749686
6.4e-08,7.334189369e+11,7.521192659e+10,3263.18683,2.404359752e+26,-98530724.31,22412270.52,3852209015
6.6e-08,7.380417696e+11,7.723154416e+10,3272.468439,2.437465643e+26,-98395988.9,23285466.8,3905250499
6.8e-08,7.425583602e+11,7.911063245e+10,3281.292254,2.473879693e+26,-98195355.28,24156463.79,3963592239
7e-08,7.469708308e+11,8.082956021e+10,3289.650842,2.513226804e+26,-97933542.41,25025072.81,4026633261
7.2e-08,7.512755542e+11,8.237560934e+10,3297.537666,2.555433918e+26,-97614522.55,25891221.04,4094256514
7.4e-08,7.554750633e+11,8.373988712e+10,3304.946236,2.600634046e+26,-97241728.03,26754771.69,4166675102
7.6e-08,7.59565527e+11,8.49156618e+10,3311.869351,2.649097394e+26,-96818183.28,27615391.62,4244321946
7.8e-08,7.635497869e+11,8.58970987e+10,3318.298875,2.701181662e+26,-96346583.09,28472445.03,4327770143
8e-08,7.674237566e+11,8.667689817e+10,3324.225414,2.75729394e+26,-95829345.74,29324911.87,4417671924
8.2e-08,7.711906558e+11,8.724563804e+10,3329.638575,2.8178584e+26,-95268643.59,30171296.59,4514706887
8.4e-08,7.748461545e+11,8.759106013e+10,3334.52661,2.883283985e+26,-94666426.91,31009521.32,4619530230
8.6e-08,7.783938226e+11,8.769766822e+10,3338.877056,2.9539278e+26,-94024437.48,31836796.54,4732714099
8.8e-08,7.818290479e+11,8.754772597e+10,3342.676452,3.030049275e+26,-93344222.14,32649455.26,4854674149
9e-08,7.851558141e+11,8.712107133e+10,3345.911898,3.111750079e+26,-92627142.67,33442770.4,4985573267
9.2e-08,7.883695366e+11,8.639598601e+10,3348.570883,3.198896129e+26,-91874388.76,34210755.55,5125196633
9.4e-08,7.9147463e+11,8.535055049e+10,3350.643259,3.291019205e+26,-91086993.67,34945965.69,5272794073
9.6e-08,7.944668235e+11,8.396462371e+10,3352.122141,3.387199113e+26,-90265857.26,35639326.58,5426891274
9.8e-08,7.97351398e+11,8.222241863e+10,3353.006438,3.485934093e+26,-89411779.2,36280039.34,5585082152
1e-07,8.001246733e+11,8.011556392e+10,3353.302142,3.585018406e+26,-88525505.58,36855629.13,5743832722
1.02e-07,8.027931185e+11,7.764637564e+10,3353.025714,3.681462106e+26,-87607793.5,37352227.5,5898352565
1.04e-07,8.053540964e+11,7.483087591e+10,3352.205387,3.771506648e+26,-86659491.3,37755189.47,6042619826
1.06e-07,8.078156161e+11,7.170137932e+10,3350.884163,3.850802811e+26,-85681636.04,38050125.48,6169666286
1.08e-07,8.101764634e+11,6.830787446e+10,3349.119214,3.914807737e+26,-84675551.75,38224360.58,6272213483
1.1e-07,8.124460767e+11,6.471677685e+10,3346.981682,3.959392577e+26,-83642939.19,38268694.43,6343646271
1.12e-07,8.146243412e+11,6.100702866e+10,3344.552047,3.981596503e+26,-82585922.67,38179174.26,6379220884
1.14e-07,8.167212127e+11,5.726322035e+10,3341.914689,3.98044517e+26,-81507041.08,37958439.52,6377376244
1.16e-07,8.187361557e+11,5.356703492e+10,3339.149257,3.957209647e+26,-80409156.36,37616118.24,6340148832
1.18e-07,8.206779561e+11,4.998909841e+10,3336.324351,3.915280317e+26,-79295300.38,37167981.51,6272970639
1.2e-07,8.225441575e+11,4.658298557e+10,3333.490944,3.859546668e+26,-78168475.54,36633959.66,6183675490
1.22e-07,8.243411688e+11,4.338264273e+10,3330.680757,3.795439909e+26,-77031471.43,36035490.92,6080965138
1.24e-07,8.260640488e+11,4.040331217e+10,3327.906113,3.727956718e+26,-75886721.46,35392906.27,5972845146
1.26e-07,8.277170261e+11,3.764573384e+10,3325.164556,3.660962798e+26,-74736240.85,34723488.21,5865509053
1.28e-07,8.292935803e+11,3.510105859e+10,3322.442705,3.596921072e+26,-73581622.42,34040541.89,5762902896
1.3e-07,8.307968544e+11,3.275560151e+10,3319.722131,3.537004856e+26,-72424091.62,33353430.88,5666906534
1.32e-07,8.322200199e+11,3.059445871e+10,3316.982365,3.481439858e+26,-71264571.45,32668263.71,5577881593
1.34e-07,8.335660557e+11,2.860375902e+10,3314.203808,3.429902922e+26,-70103761.24,31988842.89,5495310318
1.36e-07,8.348282466e+11,2.677171093e+10,3311.368349,3.38185826e+26,-68942191.82,31317567.33,5418334284
1.38e-07,8.360098427e+11,2.508883134e+10,3308.460294,3.336782083e+26,-67780279.35,30656120.96,5346114286
1.4e-07,8.371043598e+11,2.354770564e+10,3305.465413,3.294278948e+26,-66618352.11,30005906,5278016756
1.42e-07,8.381153627e+11,2.214253792e+10,3302.37118,3.254118145e+26,-65456680.76,29368256.22,5213672055
1.44e-07,8.390364292e+11,2.086863629e+10,3299.165439,3.216222347e+26,-64295486.73,28744495.57,5152956294
1.46e-07,8.398714732e+11,1.972189629e+10,3295.837239,3.180634046e+26,-63134960.94,28135907.79,5095937550
1.48e-07,8.406141207e+11,1.869830549e+10,3292.375039,3.147475986e+26,-61975263.42,27543669.98,5042812480
1.5e-07,8.412683935e+11,1.779348151e+10,3288.768039,3.116914041e+26,-60816538.04,26968787.31,4993846846
1.52e-07,8.418279935e+11,1.700226352e+10,3285.004722,3.08912591e+26,-59658907.87,26412050.98,4949325352
1.54e-07,8.42297154e+11,1.631839199e+10,3281.074639,3.064276277e+26,-58502488.6,25874029.14,4909511851
1.56e-07,8.426697235e+11,1.5734299e+10,3276.966321,3.042498119e+26,-57347381.16,25355090.65,4874619396
1.58e-07,8.429498392e+11,1.524109434e+10,3272.669532,3.023879718e+26,-56193685.36,24855452.91,4844789428
1.6e-07,8.431318018e+11,1.482872164e+10,3268.173702,3.008457145e+26,-55041490.1,24375241.62,4820079742
1.62e-07,8.432196992e+11,1.448630249e+10,3263.469584,2.996212135e+26,-53890887.24,23914548.17,4800461074
1.64e-07,8.432082028e+11,1.420257661e+10,3258.547662,2.987075217e+26,-52741960.13,23473473.1,4785822117
1.66e-07,8.431012317e+11,1.396645296e+10,3253.399889,2.980933628e+26,-51594797.94,23052146.57,4775982206
1.68e-07,8.428939445e+11,1.376749373e+10,3248.018417,2.977642902e+26,-50449482.6,22650723.88,4770709882
1.7e-07,8.425902475e+11,1.359625021e+10,3242.397011,2.977040369e+26,-49306103.46,22269359.6,4769744518
1.72e-07,8.421856278e+11,1.344437061e+10,3236.529186,2.978958428e+26,-48164742.9,21908168.82,4772817587
1.74e-07,8.416837831e+11,1.330454769e+10,3230.410148,2.983235394e+26,-47025491.98,21567185.39,4779670042
1.76e-07,8.410807304e+11,1.317022687e+10,3224.035011,2.989722136e+26,-45888434.35,21246328.15,4790062949
1.78e-07,8.403800098e+11,1.303522047e+10,3217.400576,2.998283677e+26,-44753662.9,20945382.96,4803780049
1.8e-07,8.395781036e+11,1.289332027e+10,3210.502954,3.008795994e+26,-43621262.38,20664003.3,4820622638
1.82e-07,8.386780792e+11,1.273799862e+10,3203.339984,3.021139177e+26,-42491327.47,20401727.94,4840398598
1.84e-07,8.376772616e+11,1.256226365e+10,3195.909102,3.035188743e+26,-41363943.78,20158009.87,4862908484
1.86e-07,8.365780961e+11,1.235869544e+10,3188.209171,3.050807145e+26,-40239207.3,19932249.19,4887931923
1.88e-07,8.35378782e+11,1.211964858e+10,3180.238689,3.067837307e+26,-39117204.26,19723822.15,4915217251
