z,Ex,Ez,By,ne,vx,vz,Pe
0,-2.594002322e+11,0,-862.3281679,0,0,0,0
2e-09,-2.559281619e+11,0,-853.6536054,0,0,0,0
4e-09,-2.524515873e+11,0,-842.0570147,0,0,0,0
6e-09,-2.489706107e+11,0,-830.4456669,0,0,0,0
8e-09,-2.454852244e+11,0,-818.8197304,0,0,0,0
1e-08,-2.419955859e+11,0,-807.1794448,0,0,0,0
1.2e-08,-2.385016326e+11,0,-795.5249785,0,0,0,0
1.4e-08,-2.350035768e+11,0,-783.856572,0,0,0,0
1.6e-08,-2.31501302e+11,0,-772.1743937,0,0,0,0
1.8e-08,-2.279950743e+11,0,-760.4786854,0,0,0,0
2e-08,-2.244847239e+11,0,-748.7696149,0,0,0,0
2.2e-08,-2.209705701e+11,0,-737.0474258,0,0,0,0
2.4e-08,-2.174523909e+11,0,-725.3122848,0,0,0,0
2.6e-08,-2.139305572e+11,0,-713.5644376,0,0,0,0
2.8e-08,-2.104047966e+11,0,-701.8040497,0,0,0,0
3e-08,-2.068755296e+11,0,-690.0313689,0,0,0,0
3.2e-08,-2.033424355e+11,0,-678.2465595,0,0,0,0
3.4e-08,-1.998059826e+11,0,-666.4498714,0,0,0,0
3.6e-08,-1.962658034e+11,0,-654.6414674,0,0,0,0
3.8e-08,-1.927224121e+11,0,-642.8216001,0,0,0,0
4e-08,-1.89175397e+11,0,-630.9904303,0,0,0,0
4.2e-08,-1.856253153e+11,0,-619.1482134,0,0,0,0
4.4e-08,-1.820717141e+11,0,-607.2951081,0,0,0,0
4.6e-08,-1.785151902e+11,0,-595.4313726,0,0,0,0
4.8e-08,-1.749552531e+11,0,-583.5571637,0,0,0,0
5e-08,-1.713925358e+11,0,-571.6727424,0,0,0,0
5.2e-08,-1.678265137e+11,0,-559.7782631,0,0,0,0
5.4e-08,-1.64257852e+11,0,-547.8739902,0,0,0,0
5.6e-08,-1.606859962e+11,0,-535.9600754,0,0,0,0
5.8e-08,-1.571116393e+11,0,-524.0367862,0,0,0,0
6e-08,-1.535342018e+11,0,-512.104272,0,0,0,0
6.2e-08,-1.499543994e+11,0,-500.1628035,0,0,0,0
6.4e-08,-1.463716325e+11,0,-488.2125274,0,0,0,0
6.6e-08,-1.427866343e+11,0,-476.2537176,0,0,0,0
