z,Ex,Ez,By,ne,vx,vz,Pe
0,8.676208588e+11,0,1481.059233,0,0,0,0
2e-09,8.686145087e+11,0,68.2561194,0,0,0,0
4e-09,8.695538236e+11,0,69.06660402,0,0,0,0
6e-09,8.70333255e+11,0,70.19825066,0,0,0,0
8e-09,8.710118155e+11,0,71.45068128,0,0,0,0
1e-08,8.71570767e+11,0,73.27449247,0,0,0,0
1.2e-08,8.717918086e+11,0,75.45408627,0,0,0,0
1.4e-08,8.716869085e+11,0,77.85427476,0,0,0,0
1.6e-08,8.714604761e+11,0,80.9299957,0,0,0,0
1.8e-08,8.711899657e+11,0,84.92298537,0,0,0,0
2e-08,8.708025402e+11,0,90.03898129,0,0,0,0
2.2e-08,8.702856519e+11,0,95.86759408,0,0,0,0
2.4e-08,8.698828769e+11,0,101.5424452,0,0,0,0
2.6e-08,8.696317533e+11,0,106.8925266,0,0,0,0
2.8e-08,8.692509606e+11,0,111.5266472,0,0,0,0
3e-08,8.688096314e+11,0,114.6303,0,0,0,0
3.2e-08,8.684423968e+11,0,116.0788586,0,0,0,0
3.4e-08,8.679887089e+11,0,116.2111077,0,0,0,0
3.6e-08,8.674342052e+11,0,115.6470208,0,0,0,0
3.8e-08,8.66817399e+11,0,115.0003614,0,0,0,0
4e-08,8.661676907e+11,0,114.2640514,0,0,0,0
4.2e-08,8.657056007e+11,0,113.5605005,0,0,0,0
4.4e-08,8.655959504e+11,0,113.3428611,0,0,0,0
4.6e-08,8.658538432e+11,0,113.3964529,0,0,0,0
4.8e-08,8.664974982e+11,0,113.1373769,0,0,0,0
5e-08,8.676039896e+11,0,112.422264,0,0,0,0
5.2e-08,8.690664925e+11,0,111.4604892,0,0,0,0
5.4e-08,8.705049973e+11,0,110.5789515,0,0,0,0
5.6e-08,8.717728771e+11,0,109.8004879,0,0,0,0
5.8e-08,8.729535765e+11,0,108.9200145,0,0,0,0
6e-08,8.739813951e+11,0,108.4264527,0,0,0,0
6.2e-08,8.747642999e+11,0,108.898642,0,0,0,0
6.4e-08,8.753425011e+11,0,109.91877,0,0,0,0
6.6e-08,8.758872697e+11,0,111.1339826,0,0,0,0
6.8e-08,8.763745807e+11,0,112.7386955,0,0,0,0
7e-08,8.76557856e+11,0,114.6841873,0,0,0,0
7.2e-08,8.764535019e+11,0,116.9066967,0,0,0,0
7.4e-08,8.760846262e+11,0,119.2200629,0,0,0,0
7.6e-08,8.753399097e+11,0,121.4075365,0,0,0,0
7.8e-08,8.743200011e+11,0,124.058736,0,0,0,0
8e-08,8.731077115e+11,0,127.516994,0,0,0,0
8.2e-08,8.718116496e+11,0,131.2949709,0,0,0,0
8.4e-08,8.70697592e+11,0,135.3484215,0,0,0,0
8.6e-08,8.69866017e+11,0,140.0118584,0,0,0,0
8.8e-08,8.692992744e+11,0,145.5195397,0,0,0,0
9e-08,8.690388586e+11,0,151.7435821,0,0,0,0
9.2e-08,8.691870207e+11,0,158.0900741,0,0,0,0
9.4e-08,8.696996423e+11,0,164.7111167,0,0,0,0
9.6e-08,8.70338228e+11,0,171.8739016,0,0,0,0
9.8e-08,8.711053495e+11,0,178.6777467,0,0,0,0
1e-07,8.720635932e+11,0,184.6677103,0,0,0,0
1.02e-07,8.729532023e+11,0,190.1925561,0,0,0,0
1.04e-07,8.735650119e+11,0,195.4746524,0,0,0,0
1.06e-07,8.739304828e+11,0,200.9383157,0,0,0,0
1.08e-07,8.741178483e+11,0,206.667538,0,0,0,0
1.1e-07,8.741380557e+11,0,212.5792574,0,0,0,0
1.12e-07,8.740540815e+11,0,219.0438651,0,0,0,0
1.14e-07,8.740373961e+11,0,225.8043104,0,0,0,0
1.16e-07,8.742112093e+11,0,232.1989983,0,0,0,0
1.18e-07,8.746030474e+11,0,237.9390947,0,0,0,0
1.2e-07,8.75044623e+11,0,242.9486793,0,0,0,0
1.22e-07,8.753365547e+11,0,247.6083042,0,0,0,0
1.24e-07,8.755538041e+11,0,251.8926177,0,0,0,0
1.26e-07,8.756456157e+11,0,255.2986766,0,0,0,0
1.28e-07,8.754335815e+11,0,258.3271669,0,0,0,0
1.3e-07,8.749927175e+11,0,261.3890102,0,0,0,0
1.32e-07,8.744293223e+11,0,263.8921203,0,0,0,0
1.34e-07,8.738703954e+11,0,265.8590698,0,0,0,0
1.36e-07,8.733336067e+11,0,267.9783056,0,0,0,0
1.38e-07,8.726281906e+11,0,270.6147116,0,0,0,0
1.4e-07,8.718694345e+11,0,274.0087273,0,0,0,0
1.42e-07,8.712232349e+11,0,278.461447,0,0,0,0
1.44e-07,8.705327128e+11,0,284.147963,0,0,0,0
1.46e-07,8.697640981e+11,0,290.9000299,0,0,0,0
1.48e-07,8.690486772e+11,0,298.1466956,0,0,0,0
1.5e-07,8.684603097e+11,0,305.2289803,0,0,0,0
1.52e-07,8.67991777e+11,0,311.7661818,0,0,0,0
1.54e-07,8.67479676e+11,0,317.7599666,0,0,0,0
1.56e-07,8.667640524e+11,0,323.2921049,0,0,0,0
1.58e-07,8.659364497e+11,0,328.3137775,0,0,0,0
1.6e-07,8.650901904e+11,0,332.9623319,0,0,0,0
1.62e-07,8.640627304e+11,0,337.6407409,0,0,0,0
1.64e-07,8.629384662e+11,0,342.4209917,0,0,0,0
1.66e-07,8.620547739e+11,0,346.8576709,0,0,0,0
1.68e-07,8.613424676e+11,0,350.9556247,0,0,0,0
1.7e-07,8.607106025e+11,0,355.4399463,0,0,0,0
1.72e-07,8.60302271e+11,0,360.5128309,0,0,0,0
1.74e-07,8.600514213e+11,0,365.8329272,0,0,0,0
1.76e-07,8.599438378e+11,0,371.5481625,0,0,0,0
1.78e-07,8.600052391e+11,0,378.0015615,0,0,0,0
1.8e-07,8.601150456e+11,0,385.1943968,0,0,0,0
1.82e-07,8.602754944e+11,0,392.7556096,0,0,0,0
1.84e-07,8.603756224e+11,0,400.2614948,0,0,0,0
1.86e-07,8.602519244e+11,0,407.8364004,0,0,0,0
1.88e-07,8.599267495e+11,0,415.5212861,0,0,0,0
1.9e-07,8.593514878e+11,0,422.7928712,0,0,0,0
1.92e-07,8.58634209e+11,0,429.3775714,0,0,0,0
1.94e-07,8.578591321e+11,0,435.274437,0,0,0,0
1.96e-07,8.568374381e+11,0,440.6922425,0,0,0,0
1.98e-07,8.557907822e+11,0,445.9838383,0,0,0,0
2e-07,8.549296339e+11,0,451.0271886,0,0,0,0
2.02e-07,8.539116669e+11,0,455.9552791,0,0,0,0
2.04e-07,8.527227486e+11,0,461.313281,0,0,0,0
2.06e-07,8.516410181e+11,0,467.0280903,0,0,0,0
2.08e-07,8.507239136e+11,0,473.0174284,0,0,0,0
2.1e-07,8.499777093e+11,0,479.4855529,0,0,0,0
2.12e-07,8.49306162e+11,0,486.3327729,0,0,0,0
2.14e-07,8.487735522e+11,0,493.6925955,0,0,0,0
2.16e-07,8.485823208e+11,0,501.9110781,0,0,0,0
2.18e-07,8.485481219e+11,0,510.8539202,0,0,0,0
2.2e-07,8.485428979e+11,0,520.1859486,0,0,0,0
2.22e-07,8.486694664e+11,0,529.6474238,0,0,0,0
2.24e-07,8.489297421e+11,0,538.8124496,0,0,0,0
2.26e-07,8.493879119e+11,0,547.4943257,0,0,0,0
2.28e-07,8.499045163e+11,0,556.115822,0,0,0,0
2.3e-07,8.501524206e+11,0,564.7983781,0,0,0,0
2.32e-07,8.501529009e+11,0,573.3458593,0,0,0,0
2.34e-07,8.499908738e+11,0,582.2582979,0,0,0,0
2.36e-07,8.496122711e+11,0,591.819744,0,0,0,0
2.38e-07,8.490337457e+11,0,601.2379946,0,0,0,0
2.4e-07,8.483293633e+11,0,609.7878505,0,0,0,0
2.42e-07,8.475801707e+11,0,617.5290494,0,0,0,0
2.44e-07,8.467733729e+11,0,624.8840532,0,0,0,0
2.46e-07,8.45853193e+11,0,631.9169112,0,0,0,0
2.48e-07,8.448018157e+11,0,638.312362,0,0,0,0
2.5e-07,8.435969796e+11,0,644.1447216,0,0,0,0
2.52e-07,8.423489684e+11,0,649.8125693,0,0,0,0
2.54e-07,8.411771266e+11,0,655.4774147,0,0,0,0
2.56e-07,8.400603035e+11,0,661.0634056,0,0,0,0
2.58e-07,8.389352093e+11,0,666.45,0,0,0,0
2.6e-07,8.376868062e+11,0,671.7724189,0,0,0,0
2.62e-07,8.362828765e+11,0,677.4972789,0,0,0,0
2.64e-07,8.34861242e+11,0,683.7460974,0,0,0,0
2.66e-07,8.334708334e+11,0,689.912212,0,0,0,0
