z,Ex,Ez,By,ne,vx,vz,Pe
0,-2.385016701e+11,0,307.3742223,0,0,0,0
2e-09,-2.364638924e+11,0,1416.129758,0,0,0,0
4e-09,-2.344655278e+11,0,1427.754572,0,0,0,0
6e-09,-2.323655113e+11,0,1439.22816,0,0,0,0
8e-09,-2.303507807e+11,0,1450.585191,0,0,0,0
1e-08,-2.283271258e+11,0,1461.956455,0,0,0,0
1.2e-08,-2.262356903e+11,0,1473.373647,0,0,0,0
1.4e-08,-2.242645977e+11,0,1484.538313,0,0,0,0
1.6e-08,-2.222359596e+11,0,1495.758328,0,0,0,0
1.8e-08,-2.201537048e+11,0,1507.097808,0,0,0,0
2e-08,-2.181584756e+11,0,1518.369196,0,0,0,0
2.2e-08,-2.161065121e+11,0,1529.735587,0,0,0,0
2.4e-08,-2.139626821e+11,0,1540.900424,0,0,0,0
2.6e-08,-2.118790253e+11,0,1552.019987,0,0,0,0
2.8e-08,-2.098373207e+11,0,1563.34258,0,0,0,0
3e-08,-2.07686531e+11,0,1574.542017,0,0,0,0
3.2e-08,-2.055608726e+11,0,1585.718983,0,0,0,0
3.4e-08,-2.034875508e+11,0,1596.94826,0,0,0,0
3.6e-08,-2.012695927e+11,0,1608.221183,0,0,0,0
3.8e-08,-1.990654444e+11,0,1619.5335,0,0,0,0
4e-08,-1.968824135e+11,0,1630.736101,0,0,0,0
4.2e-08,-1.945414716e+11,0,1641.931681,0,0,0,0
4.4e-08,-1.922580373e+11,0,1653.107609,0,0,0,0
4.6e-08,-1.900438428e+11,0,1664.230851,0,0,0,0
4.8e-08,-1.876922018e+11,0,1675.341635,0,0,0,0
5e-08,-1.853593916e+11,0,1686.418293,0,0,0,0
5.2e-08,-1.830669702e+11,0,1697.498786,0,0,0,0
5.4e-08,-1.806974327e+11,0,1708.474304,0,0,0,0
5.6e-08,-1.783659567e+11,0,1719.380237,0,0,0,0
5.8e-08,-1.759968546e+11,0,1730.313127,0,0,0,0
6e-08,-1.736009408e+11,0,1741.206025,0,0,0,0
6.2e-08,-1.71293984e+11,0,1752.04929,0,0,0,0
6.4e-08,-1.688953575e+11,0,1762.756812,0,0,0,0
6.6e-08,-1.66497554e+11,0,1773.400963,0,0,0,0
6.8e-08,-1.64095421e+11,0,1784.146711,0,0,0,0
7e-08,-1.615381285e+11,0,1794.839167,0,0,0,0
7.2e-08,-1.590893393e+11,0,1805.362473,0,0,0,0
7.4e-08,-1.566321828e+11,0,1815.905262,0,0,0,0
7.6e-08,-1.540325736e+11,0,1826.532952,0,0,0,0
7.8e-08,-1.515497691e+11,0,1837.032757,0,0,0,0
8e-08,-1.490914471e+11,0,1847.367546,0,0,0,0
8.2e-08,-1.465546034e+11,0,1857.603521,0,0,0,0
8.4e-08,-1.440268587e+11,0,1867.775686,0,0,0,0
8.6e-08,-1.415240388e+11,0,1877.966531,0,0,0,0
8.8e-08,-1.389596694e+11,0,1888.069553,0,0,0,0
9e-08,-1.363941319e+11,0,1898.099717,0,0,0,0
9.2e-08,-1.339422794e+11,0,1908.18671,0,0,0,0
9.4e-08,-1.313347948e+11,0,1918.26071,0,0,0,0
9.6e-08,-1.28692433e+11,0,1928.280601,0,0,0,0
9.8e-08,-1.262374721e+11,0,1938.154785,0,0,0,0
1e-07,-1.236213691e+11,0,1947.95271,0,0,0,0
1.02e-07,-1.209478253e+11,0,1957.921042,0,0,0,0
1.04e-07,-1.183379401e+11,0,1967.897174,0,0,0,0
1.06e-07,-1.156342126e+11,0,1977.702328,0,0,0,0
1.08e-07,-1.129901412e+11,0,1987.508204,0,0,0,0
1.1e-07,-1.102997345e+11,0,1997.279434,0,0,0,0
1.12e-07,-1.075016862e+11,0,2006.880675,0,0,0,0
1.14e-07,-1.047720686e+11,0,2016.408423,0,0,0,0
1.16e-07,-1.020417996e+11,0,2025.772644,0,0,0,0
1.18e-07,-9.931993325e+10,0,2034.96372,0,0,0,0
1.2e-07,-9.658431246e+10,0,2044.217328,0,0,0,0
1.22e-07,-9.375646839e+10,0,2053.429783,0,0,0,0
1.24e-07,-9.098711574e+10,0,2062.509692,0,0,0,0
1.26e-07,-8.824415144e+10,0,2071.489741,0,0,0,0
1.28e-07,-8.535942981e+10,0,2080.404761,0,0,0,0
1.3e-07,-8.249189223e+10,0,2089.373959,0,0,0,0
1.32e-07,-7.970860066e+10,0,2098.225378,0,0,0,0
1.34e-07,-7.682623692e+10,0,2106.97944,0,0,0,0
1.36e-07,-7.393402326e+10,0,2115.792581,0,0,0,0
1.38e-07,-7.107945261e+10,0,2124.51137,0,0,0,0
1.4e-07,-6.809771576e+10,0,2133.187777,0,0,0,0
1.42e-07,-6.511220157e+10,0,2141.871503,0,0,0,0
1.44e-07,-6.217253942e+10,0,2150.474306,0,0,0,0
1.46e-07,-5.911445909e+10,0,2159.038593,0,0,0,0
1.48e-07,-5.604453571e+10,0,2167.693039,0,0,0,0
1.5e-07,-5.303573894e+10,0,2176.222269,0,0,0,0
1.52e-07,-4.996686933e+10,0,2184.350837,0,0,0,0
1.54e-07,-4.687596063e+10,0,2192.587944,0,0,0,0
1.56e-07,-4.380159247e+10,0,2200.860036,0,0,0,0
1.58e-07,-4.070257194e+10,0,2208.766771,0,0,0,0
1.6e-07,-3.761443554e+10,0,2216.803722,0,0,0,0
1.62e-07,-3.455295821e+10,0,2224.768005,0,0,0,0
1.64e-07,-3.147059127e+10,0,2232.531586,0,0,0,0
1.66e-07,-2.836105304e+10,0,2240.44072,0,0,0,0
1.68e-07,-2.52628425e+10,0,2248.135993,0,0,0,0
1.7e-07,-2.217484951e+10,0,2255.68284,0,0,0,0
1.72e-07,-1.913412794e+10,0,2263.202975,0,0,0,0
1.74e-07,-1.610503727e+10,0,2270.645288,0,0,0,0
1.76e-07,-1.30049975e+10,0,2278.135545,0,0,0,0
1.78e-07,-9985636484,0,2285.407549,0,0,0,0
1.8e-07,-6953737810,0,2292.596852,0,0,0,0
1.82e-07,-3811551762,0,2299.841317,0,0,0,0
1.84e-07,-755124917.4,0,2306.96599,0,0,0,0
1.86e-07,2374672808,0,2314.121977,0,0,0,0
1.88e-07,5522738645,0,2321.241042,0,0,0,0
1.9e-07,8582459306,0,2328.203542,0,0,0,0
1.92e-07,1.17744518e+10,0,2335.10721,0,0,0,0
1.94e-07,1.492353924e+10,0,2342.056351,0,0,0,0
1.96e-07,1.807385141e+10,0,2348.885094,0,0,0,0
1.98e-07,2.12782493e+10,0,2355.445999,0,0,0,0
2e-07,2.438317599e+10,0,2362.19142,0,0,0,0
2.02e-07,2.762090896e+10,0,2369.094222,0,0,0,0
2.04e-07,3.086648135e+10,0,2375.80105,0,0,0,0
